Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,04,"Patrimoine canadien","Canadian Heritage",145,"Library and Archives of Canada","Bibliothèque et Archives du Canada","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Brookfield Solutions Globales Intégrées S E C, Markham, Ontario","Betterments to various buildings, various locations, Ontario and Quebec","Améliorations de divers immeubles, lieux varies, Ontario et Québec",7233215,194196,3893023
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Sasco Contractors Ltd., Burnaby, British Columbia","Sasco Contractors Ltd., Burnaby, Colombie-Britannique","Construction Works - Buildings, Burnaby, British Columbia","Travaux de construction - Bâtiments, Burnaby, Colombie-Britannique",769240,194200,194200
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Strong Bros General Contracting Ltd., Roslin, Ontario","Strong Bros General Contracting Ltd., Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario","Travaux de construction - Bâtiments, Roslin, Ontario",600514,194500,194500
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","R C White Ltd., Windsor, Ontario","R C White Ltd., Windsor, Ontario","Construction Works - Buildings, Windsor, Ontario","Travaux de construction - Bâtiments, Windsor, Ontario",489280,196751,196751
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","Lemay Michaud Architecture Design Inc, Québec, Quebec","Lemay Michaud Architecture Design Inc, Québec, Québec","Upgrade of the administrative building, Cap-aux-Meules, Quebec","Réfection et mise aux normes du bâtiment administratif, Cap-aux-Meules, Québec",290482,199259,199259
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Constructions CR Les, La Baie, Quebec","Constructions CR Les, La Baie, Québec","Construction Works - Buildings, Bagotville, Quebec","Travaux de construction - Bâtiments, Bagotville, Québec",1746936,201378,1746936
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Amron Construction, Redcliff, Alberta","Amron Construction, Redcliff, Alberta","Construction Works - Buildings, Redcliff, Alberta","Travaux de construction - Bâtiments, Redcliff, Alberta",999226,203358,999226
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",054,"Statistics Canada","Statistique Canada","BGIS Global Integrated Solutions Canada LP. Ottawa, Ontario","BGIS Global Integrated Solutions Canada LP. Ottawa, Ontario","Retrofit existing interpretation booths in conference room SG, Ottawa, Ontario","Renovation des cabines d'interprétation existantes dans salle de conférence SG, Ottawa, Ontario",419361,203961,419361
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w NOTRA Inc and Tsuu T'ina GP Inc, Ottawa, Ontario","JV b/w NOTRA Inc and Tsuu T'ina GP Inc, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",498862,205101,205101
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Birtz Bastien Architectes, Montréal, Quebec","Birtz Bastien Architectes, Montréal, Québec","Construction of a shed and enlargement of the kennel, Rigaud, Quebec","Construction d'un hangar et agrandissement du chenil, Rigaud, Québec",1513662,205451,1513662
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Gordon Barr Limited, Kingston, Ontario","Gordon Barr Limited, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",4622000,206150,4622000
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pacific Industrial & Marine, Duncan, British Columbia","Pacific Industrial & Marine, Duncan, Colombie-Britannique","Breakwater mooring repairs, Cowichan Bay, British Columbia","Réparations de l'amarrage du brise-lames, Cowichan Bay, Colombie-Britannique",316693,207564,277893
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w Strong Bros & SP Indigenous Serv, Belleville, Ontario","JV b/w Strong Bros & SP Indigenous Serv, Belleville, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",318593,208327,318593
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Isofor Inc, Alma, Quebec","Isofor Inc, Alma, Québec","Construction Works - Buildings, Alma, Quebec","Travaux de construction - Bâtiments, Alma, Québec",556989,209002,209002
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Construction of northern sector infrastructure, Trent-Severn Waterway National Historic Site, Ontario","Construction d'infrastructures dans le secteur nord, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",383564,209209,209209
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Serge Zimola Construction Inc, Ottawa, Ontario","Serge Zimola Construction Inc, Ottawa, Ontario","Building M-48 refurbishment, Ottawa, Ontario","Rénovation du bâtiment M-48, Ottawa, Ontario",291000,210210,210210
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Maxim Construction Inc, Dartmouth, Nova Scotia","Maxim Construction Inc, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",14935817,210887,14935817
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Stag Construction Solutions Ltd., Calgary, Alberta","Stag Construction Solutions Ltd., Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",537432,211797,537432
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","ATCO Structures & Logistics Ltd., Calgary, Alberta","ATCO Structures & Logistics Ltd., Calgary, Alberta","Maintenance services on various NRC buildings in Ottawa, Ottawa, Ontario","Services d'entretien sur divers bâtiments du CNRC à Ottawa, Ottawa, Ontario",838685,213022,213022
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Prologic Construction Ltd., Edmonton, Alberta","Prologic Construction Ltd., Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",1491824,213747,213747
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Crowe Bay Dam, Trent Hills, Ontario","Réfection du barrage de Crowe Bay, Trent Hills, Ontario",3312679,214583,3074825
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",4105065,215065,4105065
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","CORCAN, Ottawa, Ontario","CORCAN, Ottawa, Ontario","Modifications and upgrades of the kitchen and mess hall at Warkworth Institution, Campbellford, Ontario","Modifications et améliorations de la cuisine et de la cantine à l'établissement Warkworth, Campbellford, Ontario",2396959,216294,2180664
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Construction Nivo-Tech Inc, Saguenay, Quebec","Construction Nivo-Tech Inc, Saguenay, Québec","Construction Works - Buildings, Saguenay, Quebec","Travaux de construction - Bâtiments, Saguenay, Québec",931153,216399,216399
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Worley Canada Services Ltd & Ikpiarriuk Services Ltd., Arctic Bay, Nunavut","Worley Canada Services Ltd & Ikpiarriuk Services Ltd., Arctic Bay, Nunavut","Harbour development, Artic Bay, Nunavut","Développement portuaire, Artic Bay, Nunavut",5029284,217400,3835506
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","TP Crawford Ltd., Ottawa, Ontario","TP Crawford Ltd., Ottawa, Ontario","Sussex building autoclaves replacement, Ottawa, Ontario","Remplacement des autoclaves de l'immeuble Sussex, Ottawa, Ontario",491982,218335,218335
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Trainor Mechanical Contractors Ltd., Nelson, British Columbia","Trainor Mechanical Contractors Ltd., Nelson, Colombie-Britannique","Replacement of garage and bunkhouse boilers, Various locations, British Columbia","Remplacement des chaudières du pavillon-dortoir et du garage, Lieux variés, Colombie-Britannique",715349,218558,218558
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Superior Contracting Ltd., Arichat, Nova Scotia","Superior Contracting Ltd., Arichat, Nouvelle-Écosse","Wharf reconstruction, Petit de Gras, Nova Scotia","Reconstruction d'un quai, Petit de Gras, Nouvelle-Écosse",504055,220435,220435
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Cevico Inc, Chicoutimi, Quebec","Cevico Inc, Chicoutimi, Québec","Construction Works - Buildings, Bagotville, Quebec","Travaux de construction - Bâtiments, Bagotville, Québec",2170443,222361,2170443
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Dave McDonald Electric Ltd., Victoria, British Columbia","Dave McDonald Electric Ltd., Victoria, Colombie-Britannique","Construction Works - Buildings, Esquimalt, British Columbia","Travaux de construction - Bâtiments, Esquimalt, Colombie-Britannique",2565549,222919,2395736
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Englobe Corp, Dartmouth, Nova Scotia","Englobe Corp, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",271027,223835,223835
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Webster Electric, Courtenay, British Columbia","Webster Électrique, Courtenay, Colombie-Britannique","Electrical reconstruction, Klemtu, British Columbia","Reconstruction électrique, Klemtu, Colombie-Britannique",338109,224337,224337
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","BGLA Inc, Québec, Quebec","BGLA Inc, Québec, Québec","Redevelopment of the CATSA checkpoint and baggage hall at Îles-de-la-Madeleine airport, Les Îles-de-la-Madeleine, Quebec","Réaménagement du point de contrôle de l'ACSTA et la salle de bagages à l'aéroport Îles-de-la-Madeleine, Les Îles-de-la-Madeleine, Québec",271194,225948,225948
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Inc, Delta, British Columbia","Luxton Construction Inc, Delta, Colombie-Britannique","Construction Works - Buildings, Vancouver, British Columbia","Travaux de construction - Bâtiments, Vancouver, Colombie-Britannique",2609419,226567,226567
